Dat,Site Name,Status,Priority,Severity,Screen Status,State,Case status,Type,Category,Reported Issue,Resolution,Queue Name,Region,Market,Creation Time,Last Update Time,Resolution time
1880701,Vue Hilversum,Solving,Minor,Medium (Minor),UP,Germany,Solving,Email Request,Dolby Corridor,Network Connectivity Issue,Replaced UPS Batteries,EMEA Issues,EMEA,Market-Netherlands-CN-CDS-VG,2/6/2025 13:31,2/7/2025 13:31,1
1880702,Pathe Rouen Docks 76,Closed,Major,Medium (Major),Please Specify,Germany,Closed,Email Request,Screen / Masking,Color Calibration Required,Recalibrated System,EMEA Issues,EMEA,Market-UK-CDS-VUK-CDS,11/2/2025 13:31,11/2/2025 13:31,0
1880703,Lotte Cinema Seoul,Solving,Major,High (Major),UP,Thailand,Solving,Email Request,Projector,Booth Audio Monitor Issue,Firmware Updated,APAC Dispatched,APAC,Market-China-CGV,10/23/2025 13:31,10/23/2025 13:31,0
1880704,Pathe Gaumont Rennes,Solving,Major,Medium (Major),UP,Kuwait,Solving,Email Request,Automation,Network Connectivity Issue,Firmware Updated,EMEA Dispatched,EMEA,Market-France-ADDE-CDS,6/3/2025 13:31,6/4/2025 13:31,1
1880705,Vue Eindhoven,Closed,Major,High (Major),DOWN,Netherlands,Closed,Email Request,Facility,UPS Issue,Power cycled / Reboot Server,EMEA Dispatched,EMEA,Market-UK-CDS-VUK-CDS,4/13/2025 13:31,4/13/2025 13:31,0
1880706,Odeon Leicester Square,Closed,Critical,High (Critical),UP,Netherlands,Closed,Email Request,Network,NO IMAGE,Power cycled / Reboot Server,EMEA Dispatched,EMEA,Market-UK-CDS-VUK-CDS,1/18/2025 13:31,1/18/2025 13:31,0
1880707,Dolby Burbank Umlang,Under Review,Major,High (Major),UP,CA,Under Review,Email Request,Screen / Masking,NO IMAGE,Adjusted Settings,EM3 Issues,Americas,Market-SAD,5/15/2025 13:31,5/15/2025 13:31,0
1880708,Dolby Burbank Umlang,Solving,Major,High (Major),UP,TX,Solving,Email Request,Dolby Corridor,NO IMAGE,Software Update Applied,EM3 Issues,Americas,Market-SAF,8/8/2025 13:31,8/9/2025 13:31,1
1880709,Golden Harvest Hong Kong,Solving,Minor,Low (Minor),DOWN,Thailand,Solving,Web Support,Screen / Masking,Auditorium Lighting Issue,Software Update Applied,APAC Issues,APAC,Market-Japan,4/25/2025 13:31,4/25/2025 13:31,0
1880710,Dolby Burbank Umlang,Solving,Major,Medium (Major),UP,NJ,Solving,Email Request,Dolby Corridor,TPC Display Issue,Replaced Component,3rd Party Issues,Americas,Market-SAD,12/27/2024 13:31,12/28/2024 13:31,1
1880711,Cinemark Playa Vista,Solving,Major,Medium (Major),Please Specify,TN,Solving,Email Request,Dolby Corridor,Application Not Responding,Firmware Updated,EM3 Issues,Americas,Market-LA,10/21/2025 13:31,10/22/2025 13:31,1
1880712,Odeon Thorpe Park,Under Review,Minor,Medium (Minor),UP,England,Under Review,Email Request,Network,Software Not Responding,Software Update Applied,EMEA Issues,EMEA,Market-Kuwait,10/21/2025 13:31,10/21/2025 13:31,0
1880713,AMC Staten Island Mall 11 - 0558,Solving,Critical,High (Critical),UP,NY,Solving,Email Request,Facility,Screen Shaker Vibration,Hardware Replaced,Customer Managed,Americas,Market-SAD,2/6/2025 13:31,2/6/2025 13:31,0
1880714,Lotte Cinema Seoul,Solving,Major,Medium (Major),UP,China,Solving,Phone Call,Dolby Corridor,Auditorium Lighting Issue,Replaced Component,APAC Issues,APAC,Market-China-CGV,4/21/2025 13:31,4/21/2025 13:31,0
1880715,Wanda Shanghai Darongcheng,Solving,Major,High (Major),UP,China,Solving,Email Request,Dolby Corridor,Hardware Issues,Replaced UPS Batteries,APAC Issues,APAC,Market-Japan,8/1/2025 13:31,8/2/2025 13:31,1
1880716,Pathe Rouen Docks 76,Solving,Minor,Low (Minor),UP,Netherlands,Solving,Email Request,Screen / Masking,INTERMITTENT AUDIO,Pending Resolution,EMEA Issues,EMEA,Market-Saudi Arabia,4/22/2025 13:31,4/22/2025 13:31,0
1880717,Wanda Chengdu Wuhou,Solving,Minor,Low (Minor),UP,Singapore,Solving,Email Request,Audio,Screen Shaker Vibration,Network Configuration Fixed,APAC Issues,APAC,Market-China-CGV,11/1/2025 13:31,11/1/2025 13:31,0
1880718,Pathe Gaumont Rennes,Solving,Minor,Medium (Minor),UP,England,Solving,Email Request,Network,Disk Capacity Warning,Recalibrated System,EMEA Dispatched,EMEA,Market-Kuwait,8/8/2025 13:31,8/8/2025 13:31,0
1880719,AMC Jersey Gardens 20 - 2198,Solving,Major,Medium (Major),UP,OH,Solving,Email Request,Automation,Disk Capacity Warning,Recalibrated System,EM3 Issues,Americas,Market-NSH,7/11/2025 13:31,7/11/2025 13:31,0
1880720,Wanda Jiaxing,Under Review,Minor,Low (Minor),UP,China,Under Review,Web Support,Facility,Screen Shaker Vibration,Adjusted Settings,APAC Dispatched,APAC,Market-Singapore,3/12/2025 13:31,3/12/2025 13:31,0
1880721,Vue Eindhoven,Solving,Critical,High (Critical),UP,Kuwait,Solving,Email Request,Facility,IMAGE DISCOLORATION,Firmware Updated,EMEA Dispatched,EMEA,Market-UK-CDS-VUK-CDS,10/8/2025 13:31,10/8/2025 13:31,0
1880722,CGV Seoul Gangnam,Solving,Major,Medium (Major),UP,Korea,Solving,Email Request,Projector,IMPROPER AUDIO LEVEL,Firmware Updated,APAC Issues,APAC,Market-Korea,9/30/2025 13:31,9/30/2025 13:31,0
1880723,Pathe Rouen Docks 76,Solving,Major,High (Major),UP,England,Solving,Web Support,Network,Auditorium Lighting Issue,Firmware Updated,EMEA Dispatched,EMEA,Market-Netherlands-CN-CDS-VG,11/12/2025 13:31,11/13/2025 13:31,1
1880724,Wanda Changsha,Solving,Major,High (Major),UP,Korea,Solving,Email Request,Dolby Corridor,Screen Shaker Vibration,Pending Resolution,APAC Issues,APAC,Market-Thailand,7/17/2025 13:31,7/17/2025 13:31,0
1880725,Odeon Thorpe Park,Closed,Informational,Low (Minor),DOWN,Germany,Closed,Web Support,Network,Hardware Issues,Recalibrated System,EMEA Dispatched,EMEA,Market-Netherlands-CN-CDS-VG,4/10/2025 13:31,4/10/2025 13:31,0
1880726,Odeon Leicester Square,Solving,Major,High (Major),UP,Kuwait,Solving,Email Request,Dolby Corridor,Application Not Responding,Power cycled / Reboot Server,EMEA Dispatched,EMEA,Market-France-ADDE-CDS,1/29/2025 13:31,1/29/2025 13:31,0
1880727,Lotte Cinema Seoul,Under Review,Major,High (Major),UP,Thailand,Under Review,Email Request,Screen / Masking,UPS Issue,Software Update Applied,APAC Dispatched,APAC,Market-Thailand,5/1/2025 13:31,5/1/2025 13:31,0
1880728,Pathe Rouen Docks 76,Under Review,Major,Medium (Major),UP,Netherlands,Under Review,Email Request,Qalif,UPS Issue,Pending Resolution,EMEA Issues,EMEA,Market-Saudi Arabia,8/2/2025 13:31,8/2/2025 13:31,0
1880729,Major Cineplex Bangkok,Solving,Major,Medium (Major),DOWN,Singapore,Solving,Email Request,Projector,Laser Module Driver Warning,Hardware Replaced,APAC Dispatched,APAC,Market-Japan,6/22/2025 13:31,6/22/2025 13:31,0
1880730,AMC Empire 25 - 0552,Under Review,Minor,Low (Minor),UP,NJ,Under Review,Email Request,Automation,Disk Capacity Warning,Hardware Replaced,EM3 Issues,Americas,Market-SAD,4/25/2025 13:31,4/25/2025 13:31,0
1880731,Pathe Nice Gare Du Sud,Resolved,Critical,High (Critical),UP,Netherlands,Resolved,Web Support,Facility,Laser Module Driver Warning,Replaced UPS Batteries,EMEA Issues,EMEA,Market-UK-CDS-VUK-CDS,8/24/2025 13:31,8/24/2025 13:31,0
1880732,Vue Hilversum,Resolved,Minor,Low (Minor),UP,Germany,Resolved,Email Request,Screen / Masking,IMAGE DISCOLORATION,Network Configuration Fixed,EMEA Issues,EMEA,Market-Germany,2/28/2025 13:31,2/28/2025 13:31,0
1880733,Cineworld Birmingham,Solving,Minor,Medium (Minor),UP,England,Solving,Email Request,Facility,Network Connectivity Issue,Power cycled / Reboot Server,EMEA Dispatched,EMEA,Market-UK-CDS-VUK-CDS,7/15/2025 13:31,7/15/2025 13:31,0
1880734,Lotte Cinema Seoul,Solving,Major,High (Major),UP,Singapore,Solving,Email Request,Network,IMPROPER AUDIO LEVEL,Network Configuration Fixed,APAC Dispatched,APAC,Market-Singapore,4/3/2025 13:31,4/3/2025 13:31,0
1880735,SF Cinema Tokyo,Solving,Major,Medium (Major),DOWN,Singapore,Solving,Web Support,Dolby Corridor,Laser Module Driver Warning,Hardware Replaced,APAC Issues,APAC,Market-Singapore,12/26/2024 13:31,12/26/2024 13:31,0
1880736,AMC Mission Valley 20 - 0246,Solving,Minor,Low (Minor),UP,TN,Solving,Phone Call,Screen / Masking,IMAGE GEOMETRY/ALIGNMENT ISSUE,Replaced Component,CSE Dispatched,Americas,Market-LA,2/19/2025 13:31,2/19/2025 13:31,0
1880737,Wanda Jiaxing,Solving,Major,Medium (Major),UP,Japan,Solving,Web Support,Network,Screen Shaker Vibration,Replaced Qalif,APAC Dispatched,APAC,Market-Thailand,2/24/2025 13:31,2/25/2025 13:31,1
1880738,AMC Lincoln Square 13 - 2310,Solving,Informational,Low (Minor),UP,TN,Solving,Phone Call,Dolby Corridor,Network Connectivity Issue,Power cycled / Reboot Server,EM3 Issues,Americas,Market-NSH,5/8/2025 13:31,5/9/2025 13:31,1
1880739,Wanda Chengdu Wuhou,Solving,Major,Medium (Major),UP,Thailand,Solving,Email Request,Qalif,IMAGE GEOMETRY/ALIGNMENT ISSUE,Recalibrated System,APAC Dispatched,APAC,Market-Thailand,11/16/2025 13:31,11/16/2025 13:31,0
1880740,Pathe Gaumont Rennes,Solving,Informational,Low (Minor),DOWN,Netherlands,Solving,Web Support,Dolby Corridor,Booth Audio Monitor Issue,Network Configuration Fixed,Future Work,EMEA,Market-UK-CDS-VUK-CDS,10/13/2025 13:31,10/16/2025 13:31,3
1880741,Major Cineplex Bangkok,Resolved,Major,Medium (Major),UP,Japan,Resolved,Email Request,Dolby Corridor,INTERMITTENT AUDIO,Recalibrated System,APAC Dispatched,APAC,Market-Thailand,2/16/2025 13:31,2/16/2025 13:31,0
1880742,Vue Hilversum,Solving,Major,High (Major),UP,Netherlands,Solving,Email Request,Audio,TPC Display Issue,Power cycled / Reboot Server,EMEA Issues,EMEA,Market-Germany,4/27/2025 13:31,4/27/2025 13:31,0
1880743,CGV Seoul Gangnam,Resolved,Major,High (Major),UP,Thailand,Resolved,Email Request,Network,Color Calibration Required,Replaced Qalif,APAC Issues,APAC,Market-Hong Kong,10/11/2025 13:31,10/11/2025 13:31,0
1880744,Regal LA Live,Under Review,Major,Medium (Major),UP,NY,Under Review,Email Request,Dolby Corridor,PLAYBACK STOPPED UNEXPECTEDLY,Replaced UPS Batteries,Customer Managed,Americas,Market-SAF,11/12/2025 13:31,11/12/2025 13:31,0
1880745,SF Cinema Tokyo,Resolved,Major,Medium (Major),Please Specify,China,Resolved,Email Request,Network,INTERMITTENT AUDIO,Replaced Qalif,APAC Issues,APAC,Market-Korea,4/11/2025 13:31,4/11/2025 13:31,0
1880746,AMC Lincoln Square 13 - 2310,Resolved,Critical,High (Critical),UP,KY,Resolved,Web Support,Facility,INTERMITTENT AUDIO,Firmware Updated,CSE Dispatched,Americas,Market-SAF,5/5/2025 13:31,5/6/2025 13:31,1
1880747,Dolby Headquarters 1,Under Review,Major,High (Major),UP,TX,Under Review,Phone Call,Screen / Masking,Network Connectivity Issue,Pending Resolution,CSE Dispatched,Americas,Market-NJ,3/22/2025 13:31,3/22/2025 13:31,0
1880748,Dolby Burbank Umlang,Resolved,Minor,Low (Minor),DOWN,NJ,Resolved,Web Support,Network,PLAYBACK STOPPED UNEXPECTEDLY,Replaced UPS Batteries,EM3 Issues,Americas,Market-NSH,2/9/2025 13:31,2/9/2025 13:31,0
1880749,Lotte Cinema Seoul,Under Review,Major,High (Major),Please Specify,Thailand,Under Review,Email Request,Automation,Screen Shaker Vibration,Replaced UPS Batteries,APAC Dispatched,APAC,Market-Japan,8/9/2025 13:31,8/9/2025 13:31,0
1880750,CGV Beijing Wanda,Resolved,Minor,Medium (Minor),UP,China,Resolved,Email Request,Automation,IMPROPER AUDIO LEVEL,Replaced Component,APAC Dispatched,APAC,Market-Hong Kong,11/25/2025 13:31,11/25/2025 13:31,0
1880751,AMC Staten Island Mall 11 - 0558,Solving,Major,Medium (Major),UP,TX,Solving,Email Request,Projector,INTERMITTENT AUDIO,Firmware Updated,3rd Party Issues,Americas,Market-NSH,7/14/2025 13:31,7/14/2025 13:31,0
1880752,Odeon Thorpe Park,Under Review,Major,High (Major),UP,Netherlands,Under Review,Email Request,Dolby Corridor,Disk Capacity Warning,Firmware Updated,Future Work,EMEA,Market-UK-CDS-VUK-CDS,12/31/2024 13:31,12/31/2024 13:31,0
1880753,AMC Newport On The Levee 20 - 0665,Closed,Informational,Low (Minor),DOWN,NY,Closed,Email Request,Network,IMAGE GEOMETRY/ALIGNMENT ISSUE,Replaced Component,EM3 Issues,Americas,Market-SAF,2/15/2025 13:31,2/16/2025 13:31,1
1880754,SF Cinema Tokyo,Solving,Critical,High (Critical),DOWN,China,Solving,Web Support,Network,Application Not Responding,Power cycled / Reboot Server,APAC Issues,APAC,Market-Thailand,9/6/2025 13:31,9/6/2025 13:31,0
1880755,Wanda Chengdu Wuhou,Solving,Critical,High (Critical),DOWN,Korea,Solving,Email Request,Qalif,TPC Display Issue,Software Update Applied,APAC Issues,APAC,Market-Japan,7/22/2025 13:31,7/22/2025 13:31,0
1880756,Wanda Shanghai Darongcheng,Resolved,Major,Medium (Major),UP,Korea,Resolved,Email Request,Projector,Hardware Issues,Replaced UPS Batteries,APAC Dispatched,APAC,Market-Singapore,2/11/2025 13:31,2/11/2025 13:31,0
1880757,Major Cineplex Bangkok,Under Review,Major,Medium (Major),UP,Korea,Under Review,Email Request,Network,Laser Module Driver Warning,Software Update Applied,APAC Issues,APAC,Market-Singapore,2/3/2025 13:31,2/4/2025 13:31,1
1880758,Regal LA Live,Resolved,Major,Medium (Major),UP,TX,Resolved,Email Request,Audio,UPS Issue,Adjusted Settings,EM3 Issues,Americas,Market-NSH,9/10/2025 13:31,9/10/2025 13:31,0
1880759,Cinemark Playa Vista,Under Review,Major,High (Major),DOWN,KY,Under Review,Phone Call,Projector,Auditorium Lighting Issue,Adjusted Settings,EM3 Issues,Americas,Market-NSH,2/26/2025 13:31,2/27/2025 13:31,1
1880760,Wanda XiAn Gaoxin,Under Review,Major,High (Major),UP,China,Under Review,Email Request,Qalif,UPS Issue,Replaced UPS Batteries,APAC Issues,APAC,Market-Japan,4/13/2025 13:31,4/15/2025 13:31,2
1880761,Vue Hilversum,Resolved,Minor,Medium (Minor),UP,England,Resolved,Email Request,Qalif,Software Not Responding,Network Configuration Fixed,EMEA Dispatched,EMEA,Market-Netherlands-CN-CDS-VG,9/7/2025 13:31,9/7/2025 13:31,0
1880762,AMC Empire 25 - 0552,Solving,Critical,High (Critical),UP,TX,Solving,Email Request,Dolby Corridor,INTERMITTENT AUDIO,Software Update Applied,3rd Party Issues,Americas,Market-LA,5/31/2025 13:31,5/31/2025 13:31,0
1880763,Odeon Thorpe Park,Solving,Major,High (Major),UP,Germany,Solving,Web Support,Screen / Masking,IMPROPER AUDIO LEVEL,Replaced Component,EMEA Issues,EMEA,Market-UK-CDS-VUK-CDS,12/31/2024 13:31,1/1/2025 13:31,1
1880764,Pathe Rouen Docks 76,Under Review,Minor,Low (Minor),UP,Germany,Under Review,Email Request,Audio,Color Calibration Required,Replaced Qalif,EMEA Dispatched,EMEA,Market-Kuwait,10/22/2025 13:31,10/22/2025 13:31,0
1880765,Pathe Rouen Docks 76,Solving,Minor,Medium (Minor),UP,France,Solving,Web Support,Network,NO IMAGE,Hardware Replaced,EMEA Issues,EMEA,Market-France-ADDE-CDS,7/4/2025 13:31,7/4/2025 13:31,0
1880766,KNCC Cinescape Avenues,Solving,Minor,Medium (Minor),UP,France,Solving,Email Request,Network,Disk Capacity Warning,Hardware Replaced,EMEA Dispatched,EMEA,Market-Saudi Arabia,6/20/2025 13:31,6/20/2025 13:31,0
1880767,Wanda Shanghai Darongcheng,Solving,Critical,High (Critical),UP,Singapore,Solving,Email Request,Facility,Laser Module Driver Warning,Replaced Qalif,APAC Issues,APAC,Market-China-CGV,11/5/2025 13:31,11/5/2025 13:31,0
1880768,Regal LA Live,Resolved,Informational,Low (Minor),UP,OH,Resolved,Web Support,Qalif,Application Not Responding,Firmware Updated,CSE Dispatched,Americas,Market-CA,3/30/2025 13:31,3/31/2025 13:31,1
1880769,AMC Lincoln Square 13 - 2310,Closed,Informational,Low (Minor),UP,TN,Closed,Email Request,Facility,IMPROPER AUDIO LEVEL,Recalibrated System,3rd Party Issues,Americas,Market-NJ,8/10/2025 13:31,8/12/2025 13:31,2
1880770,SF Cinema Tokyo,Under Review,Major,Medium (Major),UP,Japan,Under Review,Phone Call,Network,IMPROPER AUDIO LEVEL,Adjusted Settings,APAC Issues,APAC,Market-Japan,2/9/2025 13:31,2/9/2025 13:31,0
1880771,Wanda Shanghai Darongcheng,Closed,Major,High (Major),UP,Thailand,Closed,Email Request,Screen / Masking,Software Not Responding,Software Update Applied,APAC Dispatched,APAC,Market-Korea,9/21/2025 13:31,9/22/2025 13:31,1
1880772,AMC Dine-In Thoroughbred 20 - 4457,Closed,Major,High (Major),UP,KY,Closed,Email Request,Qalif,INTERMITTENT AUDIO,Replaced Component,Customer Managed,Americas,Market-SAD,1/14/2025 13:31,1/14/2025 13:31,0
1880773,Muvi Mall of Dhahran,Under Review,Minor,Medium (Minor),UP,France,Under Review,Email Request,Qalif,Auditorium Lighting Issue,Firmware Updated,Future Work,EMEA,Market-Saudi Arabia,8/21/2025 13:31,8/21/2025 13:31,0
1880774,Vue Eindhoven,Solving,Major,High (Major),UP,Germany,Solving,Email Request,Facility,Auditorium Lighting Issue,Software Update Applied,Future Work,EMEA,Market-Netherlands-CN-CDS-VG,2/10/2025 13:31,2/11/2025 13:31,1
1880775,KNCC Cinescape Avenues,Solving,Critical,High (Critical),UP,England,Solving,Email Request,Audio,PLAYBACK STOPPED UNEXPECTEDLY,Replaced Qalif,EMEA Issues,EMEA,Market-France-ADDE-CDS,10/30/2025 13:31,10/30/2025 13:31,0
1880776,AMC Dine-In Thoroughbred 20 - 4457,Resolved,Critical,High (Critical),UP,NY,Resolved,Web Support,Facility,Booth Audio Monitor Issue,Hardware Replaced,3rd Party Issues,Americas,Market-COLOH,3/11/2025 13:31,3/11/2025 13:31,0
1880777,Pathe Gaumont Rennes,Resolved,Critical,High (Critical),UP,Germany,Resolved,Email Request,Qalif,Hardware Issues,Adjusted Settings,EMEA Dispatched,EMEA,Market-Kuwait,6/1/2025 13:31,6/1/2025 13:31,0
1880778,Pathe Massy,Solving,Minor,Low (Minor),UP,Kuwait,Solving,Email Request,Automation,Booth Temperature Issue,Software Update Applied,Future Work,EMEA,Market-Kuwait,10/9/2025 13:31,10/10/2025 13:31,1
1880779,Pathe Gaumont Rennes,Under Review,Major,High (Major),DOWN,France,Under Review,Email Request,Screen / Masking,Booth Audio Monitor Issue,Firmware Updated,EMEA Issues,EMEA,Market-Netherlands-CN-CDS-VG,5/3/2025 13:31,5/4/2025 13:31,1
1880780,AMC Lincoln Square 13 - 2310,Under Review,Minor,Medium (Minor),UP,OH,Under Review,Email Request,Projector,Disk Capacity Warning,Software Update Applied,EM3 Issues,Americas,Market-NSH,1/10/2025 13:31,1/10/2025 13:31,0
1880781,Golden Harvest Hong Kong,Under Review,Major,High (Major),UP,Singapore,Under Review,Email Request,Screen / Masking,Auditorium Lighting Issue,Replaced UPS Batteries,APAC Issues,APAC,Market-Singapore,2/24/2025 13:31,2/24/2025 13:31,0
1880782,CGV Beijing Wanda,Under Review,Major,Medium (Major),UP,Thailand,Under Review,Phone Call,Network,Color Calibration Required,Hardware Replaced,APAC Issues,APAC,Market-Japan,1/27/2025 13:31,1/27/2025 13:31,0
1880783,CGV Beijing Wanda,Closed,Minor,Medium (Minor),UP,Singapore,Closed,Email Request,Audio,Software Not Responding,Hardware Replaced,APAC Dispatched,APAC,Market-Thailand,6/6/2025 13:31,6/6/2025 13:31,0
1880784,AMC Staten Island Mall 11 - 0558,Under Review,Minor,Medium (Minor),UP,TX,Under Review,Email Request,Dolby Corridor,Hardware Issues,Recalibrated System,Customer Managed,Americas,Market-NJ,9/4/2025 13:31,9/4/2025 13:31,0
1880785,Wanda XiAn Gaoxin,Solving,Major,High (Major),UP,Singapore,Solving,Email Request,Screen / Masking,PLAYBACK STOPPED UNEXPECTEDLY,Firmware Updated,APAC Issues,APAC,Market-China-CGV,5/8/2025 13:31,5/10/2025 13:31,2
1880786,Cinemark Playa Vista,Closed,Major,High (Major),UP,NY,Closed,Phone Call,Projector,Laser Module Driver Warning,Hardware Replaced,EM3 Issues,Americas,Market-SAF,11/10/2025 13:31,11/10/2025 13:31,0
1880787,Vue Eindhoven,Resolved,Critical,High (Critical),UP,France,Resolved,Email Request,Automation,Network Connectivity Issue,Power cycled / Reboot Server,EMEA Issues,EMEA,Market-France-ADDE-CDS,6/24/2025 13:31,6/24/2025 13:31,0
1880788,Lotte Cinema Seoul,Solving,Minor,Medium (Minor),UP,Korea,Solving,Phone Call,Qalif,Screen Shaker Vibration,Network Configuration Fixed,APAC Dispatched,APAC,Market-Hong Kong,5/4/2025 13:31,5/4/2025 13:31,0
1880789,Lotte Cinema Seoul,Resolved,Major,High (Major),UP,Japan,Resolved,Web Support,Projector,PLAYBACK STOPPED UNEXPECTEDLY,Hardware Replaced,APAC Issues,APAC,Market-Thailand,2/19/2025 13:31,2/20/2025 13:31,1
1880790,Wanda Shanghai Darongcheng,Solving,Minor,Medium (Minor),UP,Thailand,Solving,Email Request,Automation,UPS Issue,Firmware Updated,APAC Issues,APAC,Market-Korea,8/10/2025 13:31,8/10/2025 13:31,0
1880791,CGV Shanghai Fudi,Under Review,Major,High (Major),UP,Korea,Under Review,Phone Call,Audio,IMAGE GEOMETRY/ALIGNMENT ISSUE,Firmware Updated,APAC Issues,APAC,Market-Singapore,7/3/2025 13:31,7/5/2025 13:31,2
1880792,Regal LA Live,Solving,Minor,Low (Minor),UP,CA,Solving,Email Request,Facility,IMAGE DISCOLORATION,Adjusted Settings,Customer Managed,Americas,Market-NJ,1/10/2025 13:31,1/10/2025 13:31,0
1880793,Cinemark Century City,Closed,Major,High (Major),UP,CA,Closed,Email Request,Screen / Masking,TPC Display Issue,Recalibrated System,CSE Dispatched,Americas,Market-COLOH,7/18/2025 13:31,7/19/2025 13:31,1
